Symbol,Long/Short,Entry Date,Average Entry Price,Exit Price,Exit Date,Profit %,Sector,Year,Month,Weekday,Trade Duration
ABIO,Long,2021-02-05,4.7,1.72,2023-12-29,-63.4,Equity / Other,2021,2,Friday,1057.0
RCON,Long,2021-06-11,2.43,0.24,2023-12-29,-90.12,Energy,2021,6,Friday,931.0
ROKU,Short,2023-11-20,101.02,89.82,2023-12-21,11.09,Communication Services,2023,11,Monday,31.0
F,Long,2023-08-10,10.84,11.79,2023-12-14,10.36,Consumer Cyclical,2023,8,Thursday,126.0
AA,Long,2023-08-16,25.87,28.5,2023-12-14,8.76,Basic Materials,2023,8,Wednesday,120.0
GIS,Long,2023-10-02,62.5,67.0,2023-12-13,7.2,Consumer Defensive,2023,10,Monday,72.0
WMT,Short,2023-09-14,165.38,149.95,2023-12-11,9.33,Consumer Defensive,2023,9,Thursday,88.0
BITI,Long,2023-12-06,12.61,13.65,2023-12-11,8.25,Equity / Other,2023,12,Wednesday,5.0
WBA,Long,2023-06-28,23.75,23.42,2023-12-08,-1.39,Equity / Other,2023,6,Wednesday,163.0
MRNA,Long,2023-12-06,75.56,82.52,2023-12-06,9.21,Healthcare,2023,12,Wednesday,0.0
LUV,Long,2023-09-13,24.9,26.76,2023-12-04,7.23,Industrials,2023,9,Wednesday,82.0
DISH,Long,2023-11-20,3.6,4.01,2023-12-04,11.39,Equity / Other,2023,11,Monday,14.0
NEM,Long,2023-08-14,37.34,41.14,2023-12-01,10.18,Basic Materials,2023,8,Monday,109.0
TLT,Long,2023-05-24,87.65,91.23,2023-11-22,4.12,Equity / Other,2023,5,Wednesday,182.0
AMAT,Short,2023-11-14,153.65,142.65,2023-11-17,7.16,Technology,2023,11,Tuesday,3.0
ZM,Long,2023-10-25,60.92,65.27,2023-11-15,7.14,Technology,2023,10,Wednesday,21.0
KWEB,Long,2023-10-03,26.83,29.05,2023-11-15,8.27,Equity / Other,2023,10,Tuesday,43.0
MMM,Long,2023-10-04,88.0,95.25,2023-11-14,8.24,Industrials,2023,10,Wednesday,41.0
CCI,Long,2023-08-16,94.51,102.01,2023-11-14,7.94,Real Estate,2023,8,Wednesday,90.0
UAL,Long,2023-10-18,36.7,39.5,2023-11-14,7.63,Industrials,2023,10,Wednesday,27.0
TWLO,Long,2023-10-06,55.15,60.15,2023-11-09,9.07,Technology,2023,10,Friday,34.0
CHWY,Long,2023-09-13,18.64,20.95,2023-11-03,12.39,Consumer Cyclical,2023,9,Wednesday,51.0
PYPL,Long,2023-10-27,51.0,55.79,2023-11-03,9.39,Financial Services,2023,10,Friday,7.0
TGT,Long,2023-10-05,105.4,114.0,2023-11-03,8.16,Consumer Defensive,2023,10,Thursday,29.0
TDOC,Long,2023-08-14,17.14,17.9,2023-11-03,4.43,Healthcare,2023,8,Monday,81.0
PARA,Long,2023-10-26,10.69,11.75,2023-11-02,7.21,Equity / Other,2023,10,Thursday,7.0
M,Long,2023-08-24,11.64,12.34,2023-11-02,6.01,Consumer Cyclical,2023,8,Thursday,70.0
TDOC,Long,2023-08-14,17.14,17.23,2023-11-02,0.53,Healthcare,2023,8,Monday,80.0
META,Short,2023-10-06,326.58,288.75,2023-10-26,11.58,Communication Services,2023,10,Friday,20.0
VIXY,Long,2023-04-17,26.85,27.3,2023-10-23,1.68,Equity / Other,2023,4,Monday,189.0
VXX,Long,2023-06-13,26.26,26.89,2023-10-20,2.4,Leveraged ETF,2023,6,Tuesday,129.0
ITB,Short,2023-04-21,77.23,72.35,2023-10-20,6.32,Equity / Other,2023,4,Friday,182.0
TSLA,Short,2023-10-10,266.95,247.01,2023-10-18,7.47,Consumer Cyclical,2023,10,Tuesday,8.0
DG,Long,2023-09-25,107.25,116.51,2023-10-17,8.63,Consumer Defensive,2023,9,Monday,22.0
GOLD,Long,2023-10-05,14.3,15.6,2023-10-13,9.09,Financial Services,2023,10,Thursday,8.0
AG,Long,2023-10-02,4.87,5.4,2023-10-13,10.88,Basic Materials,2023,10,Monday,11.0
HSY,Long,2023-10-05,196.7,194.36,2023-10-11,-1.19,Consumer Defensive,2023,10,Thursday,6.0
SQ,Long,2023-08-14,44.2,47.27,2023-10-11,6.95,Equity / Other,2023,8,Monday,58.0
SEDG,Long,2023-10-09,118.39,126.63,2023-10-10,6.96,Technology,2023,10,Monday,1.0
UCO,Long,2023-10-05,30.35,32.47,2023-10-09,6.99,Equity / Other,2023,10,Thursday,4.0
ROKU,Long,2023-09-26,68.2,75.16,2023-10-09,10.21,Communication Services,2023,9,Tuesday,13.0
UNG,Long,2023-08-15,6.89,7.25,2023-10-05,5.23,Commodities,2023,8,Tuesday,51.0
CAT,Short,2023-08-10,286.71,265.41,2023-10-04,7.43,Industrials,2023,8,Thursday,55.0
SCO,Long,2023-09-15,16.3,18.12,2023-10-04,11.17,Equity / Other,2023,9,Friday,19.0
XLE,Short,2023-09-07,91.73,85.01,2023-10-04,7.33,Equity / Other,2023,9,Thursday,27.0
KBH,Short,2023-04-11,49.31,44.24,2023-10-03,10.28,Consumer Cyclical,2023,4,Tuesday,175.0
MCD,Short,2022-11-03,281.1,255.34,2023-10-03,9.16,Consumer Cyclical,2022,11,Thursday,334.0
JPM,Short,2022-11-11,146.04,142.87,2023-10-03,2.13,Financial Services,2022,11,Friday,326.0
SDS,Long,2023-03-31,35.99,38.31,2023-10-03,6.45,Equity / Other,2023,3,Friday,186.0
MNST,Short,2023-05-09,59.1,53.5,2023-09-27,9.48,Consumer Defensive,2023,5,Tuesday,141.0
TSLA,Short,2023-08-31,260.16,238.75,2023-09-27,8.23,Consumer Cyclical,2023,8,Thursday,27.0
SQQQ,Long,2023-08-29,18.8,20.88,2023-09-26,11.06,Leveraged ETF,2023,8,Tuesday,28.0
DXD,Long,2023-07-25,41.69,38.09,2023-09-25,9.29,Equity / Other,2023,7,Tuesday,62.0
SE,Long,2023-08-23,36.85,40.9,2023-09-25,10.99,Consumer Cyclical,2023,8,Wednesday,33.0
NFLX,Short,2023-08-30,436.05,385.25,2023-09-21,12.11,Communication Services,2023,8,Wednesday,22.0
BA,Short,2023-01-11,223.29,200.85,2023-09-21,10.02,Industrials,2023,1,Wednesday,253.0
SOXS,Long,2023-08-29,9.48,10.85,2023-09-15,14.45,Leveraged ETF,2023,8,Tuesday,17.0
ORCL,Short,2023-05-30,113.18,107.5,2023-09-12,5.02,Technology,2023,5,Tuesday,105.0
CGC,Long,2021-11-17,7.7,1.1,2023-09-11,-85.71,Healthcare,2021,11,Wednesday,663.0
MJ,Long,2022-12-19,3.79,4.1,2023-09-08,8.18,Equity / Other,2022,12,Monday,263.0
RBLX,Long,2023-08-24,26.45,28.45,2023-08-31,7.56,Communication Services,2023,8,Thursday,7.0
VZ,Long,2023-07-17,31.99,34.49,2023-08-29,7.81,Communication Services,2023,7,Monday,43.0
MRNA,Long,2023-08-08,99.75,109.83,2023-08-21,10.11,Healthcare,2023,8,Tuesday,13.0
NFLX,Short,2023-05-26,438.0,399.2,2023-08-18,8.68,Communication Services,2023,5,Friday,84.0
DE,Short,2023-07-24,445.05,399.99,2023-08-18,10.12,Industrials,2023,7,Monday,25.0
META,Short,2023-05-26,299.97,277.94,2023-08-18,7.34,Communication Services,2023,5,Friday,84.0
KBH,Short,2023-04-11,49.31,48.6,2023-08-18,1.44,Consumer Cyclical,2023,4,Tuesday,129.0
SQQQ,Long,2023-06-13,18.69,20.59,2023-08-17,10.17,Leveraged ETF,2023,6,Tuesday,65.0
TSLA,Short,2023-06-08,260.98,234.7,2023-08-15,10.07,Consumer Cyclical,2023,6,Thursday,68.0
DAL,Short,2023-07-03,47.65,42.99,2023-08-15,9.78,Industrials,2023,7,Monday,43.0
SOXS,Long,2023-05-26,9.52,10.59,2023-08-11,12.42,Leveraged ETF,2023,5,Friday,77.0
UNG,Long,2023-03-10,7.24,8.11,2023-08-09,12.02,Commodities,2023,3,Friday,152.0
ABNB,Short,2023-07-31,152.75,142.35,2023-08-03,6.81,Consumer Cyclical,2023,7,Monday,3.0
SE,Long,2023-06-22,59.52,66.58,2023-07-31,11.86,Consumer Cyclical,2023,6,Thursday,39.0
NFLX,Short,2023-05-26,438.0,428.5,2023-07-21,2.17,Communication Services,2023,5,Friday,56.0
TDOC,Long,2023-07-07,22.55,25.33,2023-07-13,12.33,Healthcare,2023,7,Friday,6.0
NEM,Long,2023-05-31,39.99,44.9,2023-07-12,12.28,Basic Materials,2023,5,Wednesday,42.0
HSY,Short,2023-04-27,268.9,241.04,2023-07-11,10.35,Consumer Defensive,2023,4,Thursday,75.0
DISH,Long,2023-06-27,5.91,6.52,2023-06-27,10.31,Equity / Other,2023,6,Tuesday,0.0
PYPL,Long,2023-05-15,62.35,68.5,2023-06-20,9.86,Financial Services,2023,5,Monday,36.0
FL,Long,2023-05-25,25.5,27.71,2023-06-16,8.67,Equity / Other,2023,5,Thursday,22.0
MMM,Long,2023-05-26,96.53,103.53,2023-06-15,7.25,Industrials,2023,5,Friday,20.0
SE,Long,2023-05-26,60.4,65.4,2023-06-13,8.28,Consumer Cyclical,2023,5,Friday,18.0
KRE,Long,2023-03-10,41.05,43.95,2023-06-07,7.01,Equity / Other,2023,3,Friday,89.0
LEVI,Long,2023-05-25,12.85,14.01,2023-06-06,9.03,Consumer Cyclical,2023,5,Thursday,12.0
JD,Long,2023-05-31,31.6,34.66,2023-06-01,9.68,Consumer Cyclical,2023,5,Wednesday,1.0
DKS,Short,2023-04-11,139.4,124.3,2023-05-23,10.83,Consumer Cyclical,2023,4,Tuesday,42.0
ZM,Long,2023-05-09,62.87,68.72,2023-05-18,9.31,Technology,2023,5,Tuesday,9.0
DISH,Long,2023-05-12,6.09,6.92,2023-05-17,13.63,Equity / Other,2023,5,Friday,5.0
XOM,Short,2023-04-04,116.65,103.85,2023-05-16,10.97,Energy,2023,4,Tuesday,42.0
JD,Long,2023-04-25,33.7,38.0,2023-05-15,12.86,Consumer Cyclical,2023,4,Tuesday,20.0
AEM,Short,2023-04-12,58.1,56.22,2023-05-12,3.24,Basic Materials,2023,4,Wednesday,30.0
ZSL,Long,2023-04-13,15.9,18.15,2023-05-11,15.15,Equity / Other,2023,4,Thursday,28.0
SBUX,Short,2023-04-27,116.65,103.95,2023-05-03,6.9,Consumer Cyclical,2023,4,Thursday,6.0
T,Short,2022-10-27,18.62,17.06,2023-05-02,8.38,Communication Services,2022,10,Thursday,187.0
BAX,Long,2023-03-08,39.25,43.2,2023-04-13,10.06,Healthcare,2023,3,Wednesday,36.0
AMGN,Long,2023-03-01,231.25,253.05,2023-04-05,9.43,Healthcare,2023,3,Wednesday,35.0
SLV,Long,2023-02-15,19.78,22.15,2023-03-31,11.98,Equity / Other,2023,2,Wednesday,44.0
BABA,Long,2023-02-23,86.03,95.53,2023-03-28,11.04,Consumer Cyclical,2023,2,Thursday,33.0
SBNY,Long,2023-03-09,91.0,0.58,2023-03-28,-99.95,Financial Services,2023,3,Thursday,19.0
UCO,Long,2023-03-15,21.27,23.82,2023-03-22,11.99,Equity / Other,2023,3,Wednesday,7.0
GLD,Long,2023-02-17,16.46,18.16,2023-03-17,10.33,Commodities,2023,2,Friday,28.0
GDX,Long,2023-02-24,26.75,30.07,2023-03-17,11.04,Equity / Other,2023,2,Friday,21.0
XOM,Short,2022-10-06,110.58,100.45,2023-03-15,9.16,Energy,2022,10,Thursday,160.0
AAL,Short,2023-01-11,16.07,14.5,2023-03-14,10.83,Industrials,2023,1,Wednesday,62.0
ING,Short,2023-01-13,13.73,12.28,2023-03-13,10.56,Financial Services,2023,1,Friday,59.0
CAT,Short,2022-11-23,249.0,225.25,2023-03-13,10.75,Industrials,2022,11,Wednesday,110.0
TSLA,Short,2023-01-30,197.53,171.47,2023-03-10,13.19,Consumer Cyclical,2023,1,Monday,39.0
VIXY,Long,2023-01-13,9.22,11.15,2023-03-10,20.93,Equity / Other,2023,1,Friday,56.0
SDS,Long,2023-01-11,40.49,45.63,2023-03-10,11.87,Equity / Other,2023,1,Wednesday,58.0
DXD,Long,2022-11-08,42.25,46.96,2023-03-10,11.15,Equity / Other,2022,11,Tuesday,122.0
GRND,Long,2022-11-30,5.9,7.05,2023-03-06,19.49,Technology,2022,11,Wednesday,96.0
BOIL,Long,2023-01-13,6.07,6.52,2023-02-27,7.41,Equity / Other,2023,1,Friday,45.0
NFLX,Short,2023-01-26,368.68,324.68,2023-02-23,11.94,Communication Services,2023,1,Thursday,28.0
AMD,Short,2023-02-01,85.01,78.11,2023-02-17,8.12,Technology,2023,2,Wednesday,16.0
COIN,Short,2023-02-02,75.5,63.3,2023-02-09,16.15,Financial Services,2023,2,Thursday,7.0
AMZN,Long,2022-09-16,105.82,109.35,2023-02-02,3.9,Consumer Cyclical,2022,9,Friday,139.0
IQ,Long,2021-03-25,7.93,7.8,2023-02-02,-1.64,Communication Services,2021,3,Thursday,679.0
TLRY,Long,2022-12-15,3.18,3.52,2023-02-02,10.69,Healthcare,2022,12,Thursday,49.0
SNOW,Long,2022-12-16,139.41,156.85,2023-01-27,12.51,Technology,2022,12,Friday,42.0
TSLA,Long,2022-12-21,120.33,137.33,2023-01-18,14.3,Consumer Cyclical,2022,12,Wednesday,28.0
ZIM,Long,2023-01-05,16.84,18.52,2023-01-18,9.98,Industrials,2023,1,Thursday,13.0
ZM,Long,2022-12-27,65.49,71.2,2023-01-18,8.72,Technology,2022,12,Tuesday,22.0
CRWD,Long,2022-12-27,101.55,107.05,2023-01-18,5.42,Technology,2022,12,Tuesday,22.0
TDOC,Long,2022-12-20,25.82,28.52,2023-01-18,10.46,Healthcare,2022,12,Tuesday,29.0
BOIL,Long,2023-01-10,11.15,12.9,2023-01-12,15.7,Equity / Other,2023,1,Tuesday,2.0
TLT,Long,2022-12-27,100.52,107.35,2023-01-12,6.8,Equity / Other,2022,12,Tuesday,16.0
EWZ,Long,2022-12-19,26.7,30.0,2023-01-12,12.36,Equity / Other,2022,12,Monday,24.0
PYPL,Long,2022-12-12,73.44,80.14,2023-01-12,9.12,Financial Services,2022,12,Monday,31.0
GLD,Long,2022-05-10,164.65,176.65,2023-01-12,7.29,Commodities,2022,5,Tuesday,247.0
RSX,Long,2022-03-01,8.02,0.0,2023-01-12,-100.0,Equity / Other,2022,3,Tuesday,317.0
ARKK,Long,2022-12-27,30.1,33.27,2023-01-10,10.53,Equity / Other,2022,12,Tuesday,14.0
SOFI,Long,2022-11-29,4.47,5.09,2023-01-10,13.87,Financial Services,2022,11,Tuesday,42.0
CRM,Long,2022-12-06,133.2,146.1,2023-01-09,9.68,Technology,2022,12,Tuesday,34.0
BOIL,Long,2023-01-06,11.43,13.36,2023-01-09,16.89,Equity / Other,2023,1,Friday,3.0
WDC,Long,2022-12-16,31.93,35.55,2023-01-06,11.34,Technology,2022,12,Friday,21.0
BX,Long,2022-12-20,73.15,78.85,2023-01-06,7.79,Financial Services,2022,12,Tuesday,17.0
GDX,Long,2022-07-05,26.52,31.42,2023-01-06,18.48,Equity / Other,2022,7,Tuesday,185.0
CVNA,Short,2024-09-16,209.25,204.75,2024-12-30,2.15,Consumer Cyclical,2024,9,Monday,105.0
BITI,Long,2024-12-16,20.98,24.09,2024-12-20,14.82,Equity / Other,2024,12,Monday,4.0
KRE,Short,2024-11-06,66.65,60.35,2024-12-19,9.45,Equity / Other,2024,11,Wednesday,43.0
VXX,Long,2024-12-04,41.68,50.4,2024-12-18,20.92,Leveraged ETF,2024,12,Wednesday,14.0
MVIS,Long,2024-12-18,0.84,1.06,2024-12-18,26.95,Technology,2024,12,Wednesday,0.0
IMMR,Long,2024-12-12,8.8,10.7,2024-12-17,21.6,Technology,2024,12,Thursday,5.0
FCEL,Long,2024-12-10,11.0,13.3,2024-12-11,20.91,Industrials,2024,12,Tuesday,1.0
CAVA,Short,2024-08-23,149.0,127.0,2024-12-10,14.77,Consumer Cyclical,2024,8,Friday,109.0
BITI,Long,2024-11-12,24.12,24.54,2024-11-26,1.74,Equity / Other,2024,11,Tuesday,14.0
SEDG,Long,2024-11-15,10.75,12.07,2024-11-22,12.28,Technology,2024,11,Friday,7.0
WOLF,Long,2024-11-19,6.35,7.5,2024-11-22,18.11,Technology,2024,11,Tuesday,3.0
KOLD,Long,2024-11-21,52.75,58.55,2024-11-22,11.0,Equity / Other,2024,11,Thursday,1.0
MSTR,Short,2024-11-21,541.0,477.0,2024-11-21,11.83,Technology,2024,11,Thursday,0.0
NU,Short,2024-08-20,14.49,13.35,2024-11-19,7.87,Financial Services,2024,8,Tuesday,91.0
LLY,Short,2024-01-09,725.13,720.0,2024-11-18,0.71,Healthcare,2024,1,Tuesday,314.0
ENPH,Long,2024-11-12,59.8,66.03,2024-11-14,10.42,Technology,2024,11,Tuesday,2.0
SSYS,Long,2024-07-12,8.91,10.31,2024-11-13,15.71,Technology,2024,7,Friday,124.0
GDX,Short,2024-04-09,38.2,36.5,2024-11-11,4.5,Equity / Other,2024,4,Tuesday,216.0
TIGR,Long,2024-10-25,6.15,7.41,2024-11-07,20.49,Financial Services,2024,10,Friday,13.0
SEDG,Long,2024-11-06,13.27,15.07,2024-11-07,13.56,Technology,2024,11,Wednesday,1.0
WBD,Long,2024-11-05,8.17,9.3,2024-11-07,13.83,Communication Services,2024,11,Tuesday,2.0
FSLY,Long,2024-11-05,7.3,8.02,2024-11-06,9.86,Technology,2024,11,Tuesday,1.0
SEDG,Long,2024-10-22,16.3,18.8,2024-11-04,15.34,Technology,2024,10,Tuesday,13.0
VST,Short,2024-10-16,135.75,115.0,2024-11-04,15.29,Utilities,2024,10,Wednesday,19.0
MSTR,Short,2024-10-29,265.0,225.0,2024-10-30,15.09,Technology,2024,10,Tuesday,1.0
JKS,Long,2024-10-17,20.2,23.6,2024-10-25,16.83,Technology,2024,10,Thursday,8.0
SOXS,Long,2024-09-25,19.02,20.88,2024-10-15,9.78,Leveraged ETF,2024,9,Wednesday,20.0
KWEB,Short,2024-09-27,36.83,32.63,2024-10-15,11.4,Equity / Other,2024,9,Friday,18.0
WOLF,Long,2024-07-31,12.0,15.3,2024-10-15,27.5,Technology,2024,7,Wednesday,76.0
WOLF,Long,2024-07-31,12.0,12.0,2024-10-11,0.0,Technology,2024,7,Wednesday,72.0
VST,Short,2024-10-03,133.5,116.7,2024-10-11,12.58,Utilities,2024,10,Thursday,8.0
KOLD,Long,2024-09-20,56.5,67.6,2024-10-10,19.65,Equity / Other,2024,9,Friday,20.0
KOLD,Long,2024-09-20,56.5,65.1,2024-10-09,15.22,Equity / Other,2024,9,Friday,19.0
IQ,Long,2024-07-30,2.64,3.12,2024-09-27,18.41,Communication Services,2024,7,Tuesday,59.0
BIDU,Long,2024-07-19,89.35,101.45,2024-09-26,13.54,Communication Services,2024,7,Friday,69.0
BABA,Long,2024-05-23,79.46,95.0,2024-09-24,19.56,Consumer Cyclical,2024,5,Thursday,124.0
SOXS,Long,2024-09-19,20.99,23.4,2024-09-20,11.48,Leveraged ETF,2024,9,Thursday,1.0
CVNA,Short,2024-08-16,152.05,126.45,2024-09-10,16.84,Consumer Cyclical,2024,8,Friday,25.0
JPM,Short,2024-08-26,219.28,201.7,2024-09-10,8.06,Financial Services,2024,8,Monday,15.0
VXX,Long,2024-08-13,46.81,52.5,2024-09-04,12.16,Leveraged ETF,2024,8,Tuesday,22.0
SOXS,Long,2024-08-14,23.07,25.8,2024-09-04,11.84,Leveraged ETF,2024,8,Wednesday,21.0
ANF,Short,2024-08-16,167.0,149.75,2024-08-28,10.32,Consumer Cyclical,2024,8,Friday,12.0
ZM,Long,2024-05-06,59.17,65.77,2024-08-22,11.15,Technology,2024,5,Monday,108.0
INTC,Long,2024-08-02,20.01,21.03,2024-08-15,5.1,Technology,2024,8,Friday,13.0
EWZ,Long,2024-06-03,28.64,30.36,2024-08-15,6.01,Equity / Other,2024,6,Monday,73.0
F,Long,2024-08-05,9.81,10.5,2024-08-15,7.03,Consumer Cyclical,2024,8,Monday,10.0
QCOM,Long,2024-08-01,156.82,169.85,2024-08-14,8.31,Technology,2024,8,Thursday,13.0
MU,Long,2024-07-25,94.32,100.85,2024-08-14,6.92,Technology,2024,7,Thursday,20.0
NKE,Long,2024-07-24,72.23,78.85,2024-08-13,9.17,Consumer Cyclical,2024,7,Wednesday,20.0
BOIL,Long,2024-07-26,9.0,10.06,2024-08-07,11.78,Equity / Other,2024,7,Friday,12.0
CRWD,Long,2024-08-02,208.45,240.45,2024-08-07,15.35,Technology,2024,8,Friday,5.0
ARM,Long,2024-08-05,101.75,117.5,2024-08-06,15.48,Technology,2024,8,Monday,1.0
AVGO,Long,2024-08-05,130.77,144.25,2024-08-05,10.31,Technology,2024,8,Monday,0.0
AMD,Long,2024-08-05,121.7,134.35,2024-08-05,10.39,Technology,2024,8,Monday,0.0
SMCI,Long,2024-08-05,536.0,592.25,2024-08-05,10.49,Technology,2024,8,Monday,0.0
SOXL,Long,2024-08-05,23.85,28.4,2024-08-05,19.08,Leveraged ETF,2024,8,Monday,0.0
CAT,Short,2024-03-15,346.39,307.1,2024-08-05,11.34,Industrials,2024,3,Friday,143.0
AXP,Short,2024-03-21,242.75,222.0,2024-08-05,8.55,Financial Services,2024,3,Thursday,137.0
SQQQ,Long,2023-11-08,15.55,11.73,2024-08-05,-24.56,Leveraged ETF,2023,11,Wednesday,271.0
RCL,Short,2024-04-29,148.9,132.0,2024-08-05,11.35,Consumer Cyclical,2024,4,Monday,98.0
KRE,Short,2024-07-17,56.95,51.65,2024-08-05,9.31,Equity / Other,2024,7,Wednesday,19.0
CVNA,Short,2024-07-29,135.0,123.0,2024-08-05,8.89,Consumer Cyclical,2024,7,Monday,7.0
SDS,Long,2023-11-06,34.41,25.75,2024-08-05,-25.16,Equity / Other,2023,11,Monday,273.0
SPXS,Long,2023-11-20,10.96,9.23,2024-08-05,-15.78,Equity / Other,2023,11,Monday,259.0
SMCI,Short,2024-01-19,516.32,561.5,2024-08-05,-8.75,Technology,2024,1,Friday,199.0
VIXY,Long,2023-11-01,16.89,15.65,2024-08-02,-7.34,Equity / Other,2023,11,Wednesday,275.0
VXX,Long,2024-02-14,53.24,58.77,2024-08-02,10.39,Leveraged ETF,2024,2,Wednesday,170.0
QID,Long,2024-06-11,41.49,44.19,2024-08-02,6.51,Other/ETF,2024,6,Tuesday,52.0
KLAC,Short,2024-05-24,780.72,700.0,2024-08-02,10.34,Technology,2024,5,Friday,70.0
ANF,Short,2024-05-10,158.5,141.0,2024-08-01,11.04,Consumer Cyclical,2024,5,Friday,83.0
TLT,Long,2024-08-01,88.05,95.65,2024-08-01,8.63,Equity / Other,2024,8,Thursday,0.0
AMD,Long,2024-07-25,137.5,151.5,2024-07-31,10.18,Technology,2024,7,Thursday,6.0
BMY,Long,2024-05-24,41.25,48.35,2024-07-26,17.21,Healthcare,2024,5,Friday,63.0
HPE,Short,2024-06-13,21.8,19.54,2024-07-25,10.37,Technology,2024,6,Thursday,42.0
SOXS,Long,2024-06-05,22.1,25.32,2024-07-24,14.57,Leveraged ETF,2024,6,Wednesday,49.0
TSLA,Short,2024-07-02,247.8,221.8,2024-07-24,10.0,Consumer Cyclical,2024,7,Tuesday,22.0
SCO,Long,2024-06-10,15.96,17.16,2024-07-23,7.52,Equity / Other,2024,6,Monday,43.0
BOIL,Long,2024-07-15,10.65,11.82,2024-07-22,10.99,Equity / Other,2024,7,Monday,7.0
CRWD,Short,2023-12-15,337.95,275.0,2024-07-19,18.63,Technology,2023,12,Friday,217.0
DPZ,Short,2024-04-29,535.5,416.2,2024-07-18,22.28,Consumer Cyclical,2024,4,Monday,80.0
META,Short,2024-05-08,505.25,468.75,2024-07-17,7.23,Communication Services,2024,5,Wednesday,70.0
U,Long,2024-06-18,16.3,18.3,2024-07-17,12.27,Technology,2024,6,Tuesday,29.0
WOLF,Long,2024-06-25,21.84,25.24,2024-07-11,15.57,Technology,2024,6,Tuesday,16.0
BIDU,Long,2024-06-17,91.22,100.52,2024-07-10,10.2,Communication Services,2024,6,Monday,23.0
INTC,Long,2024-04-25,31.95,35.2,2024-07-09,10.17,Technology,2024,4,Thursday,75.0
CMG,Short,2024-06-26,65.97,59.3,2024-07-08,10.11,Consumer Cyclical,2024,6,Wednesday,12.0
KOLD,Long,2024-06-10,35.4,40.5,2024-06-10,14.12,Equity / Other,2024,6,Monday,0.0
DELL,Short,2024-05-15,154.0,143.0,2024-05-30,7.14,Technology,2024,5,Wednesday,15.0
CRM,Short,2023-02-01,230.04,213.04,2024-05-30,7.39,Technology,2023,2,Wednesday,484.0
KOLD,Long,2024-05-15,44.2,49.0,2024-05-29,10.86,Equity / Other,2024,5,Wednesday,14.0
SBUX,Long,2024-05-01,73.45,78.05,2024-05-20,6.26,Consumer Cyclical,2024,5,Wednesday,19.0
BA,Long,2024-04-15,169.5,188.2,2024-05-20,11.03,Industrials,2024,4,Monday,35.0
BABA,Long,2023-10-03,80.64,88.35,2024-05-17,9.56,Consumer Cyclical,2023,10,Tuesday,227.0
VFS,Long,2024-04-19,2.6,3.05,2024-05-06,17.31,Consumer Cyclical,2024,4,Friday,17.0
UNG,Long,2024-03-12,15.29,15.75,2024-05-02,3.01,Commodities,2024,3,Tuesday,51.0
BIIB,Long,2024-04-15,197.93,217.43,2024-04-29,9.95,Healthcare,2024,4,Monday,14.0
NIO,Long,2024-04-15,3.91,4.52,2024-04-26,15.6,Consumer Cyclical,2024,4,Monday,11.0
AMD,Long,2024-04-19,148.5,158.25,2024-04-26,6.57,Technology,2024,4,Friday,7.0
META,Short,2023-11-20,418.4,404.5,2024-04-24,3.35,Communication Services,2023,11,Monday,156.0
TSLA,Long,2024-04-22,139.95,156.05,2024-04-23,11.5,Consumer Cyclical,2024,4,Monday,1.0
LULU,Long,2024-04-16,333.5,360.0,2024-04-22,7.95,Consumer Cyclical,2024,4,Tuesday,6.0
QID,Long,2024-02-01,49.85,50.65,2024-04-19,1.67,Other/ETF,2024,2,Thursday,78.0
UBER,Short,2023-11-29,70.53,68.65,2024-04-19,2.67,Technology,2023,11,Wednesday,142.0
AVGO,Short,2023-12-12,1246.66,1222.5,2024-04-19,1.94,Technology,2023,12,Tuesday,129.0
SOXS,Short,2023-11-14,48.0,46.5,2024-04-19,-3.12,Leveraged ETF,2023,11,Tuesday,157.0
COIN,Short,2024-03-04,264.66,208.8,2024-04-16,11.0,Financial Services,2024,3,Monday,43.0
ANF,Short,2024-01-30,110.41,109.65,2024-04-16,0.69,Consumer Cyclical,2024,1,Tuesday,77.0
JPM,Short,2024-04-16,184.73,180.45,2024-12-20,2.32,Financial Services,2024,4,Tuesday,248.0
VLO,Short,2024-04-05,184.0,170.05,2024-04-15,8.2,Energy,2024,4,Friday,10.0
KWEB,Long,2024-02-20,24.85,27.5,2024-03-13,5.0,Equity / Other,2024,2,Tuesday,22.0
NEM,Long,2024-01-17,34.19,34.5,2024-03-08,5.6,Basic Materials,2024,1,Wednesday,51.0
GDX,Long,2023-06-29,28.95,29.7,2024-03-07,1.0,Equity / Other,2023,6,Thursday,252.0
GOLD,Long,2024-02-02,14.69,15.44,2024-03-04,5.11,Financial Services,2024,2,Friday,31.0
UNG,Long,2024-01-18,18.06,17.68,2024-03-04,-2.11,Commodities,2024,1,Thursday,46.0
V,Short,2024-01-18,267.81,279.15,2024-03-04,-4.23,Financial Services,2024,1,Thursday,46.0
SLV,Long,2023-12-08,21.19,21.75,2024-03-04,2.64,Equity / Other,2023,12,Friday,87.0
MCD,Short,2023-11-24,281.98,315.0,2024-03-04,-2.84,Consumer Cyclical,2023,11,Friday,101.0
GLD,Long,2023-06-27,177.47,193.21,2024-03-01,8.87,Commodities,2023,6,Tuesday,248.0
PANW,Short,2024-01-10,336.3,324.3,2024-02-20,3.57,Technology,2024,1,Wednesday,41.0
