Symbol,Long/Short,Entry Date,Average Entry Price,Exit Price,Exit Date,Profit %
GOTU,Long,5/19/2021,$23.50 ,$25.85 ,5/20/2021,10.00%
BTC/USD,Long,5/19/2021,"$31,000 ","$41,000 ",5/19/2021,32.26%
ARRY,Long,5/17/2021,$13.60 ,$14.70 ,5/19/2021,8.09%
GOTU,Long,5/14/2021,$23.72*,$26.16 ,5/18/2021,10.29%
GLD,Long,11/25/2021,$166.02*,$174.30 ,5/17/2021,4.99%
ARRY,Long,5/12/2021,$14.82 ,$15.33 ,5/13/2021,3.44%
QID,Long,4/5/2021,$23.50*,$25.83 ,5/11/2021,9.92%
AMAT,Short,4/1/2021,$141.15 ,$126.85 ,5/4/2021,10.20%
SOXS,Long,4/5/2021,$8.25 ,$10.30 ,5/4/2021,24.85%
BNTX,Short,5/3/2021,$202.25 ,$180.75 ,5/4/2021,10.63%
GSX,Long,3/29/2021,$29.42*,$32.42 ,4/26/2021,10.20%
VIPS,Long,3/24/2021,$28.28*,$31.55 ,4/23/2021,11.56%
TME,Long,4/20/2021,$17.15 ,$18.88 ,4/22/2021,10.09%
SQ,Short,4/14/2021,$278.00 ,$248.00 ,4/19/2021,10.79%
AI,Long,4/12/2021,$59.65 ,$66.50 ,4/14/2021,11.48%
PFE,Long,2/1/2021,$35.79 ,$37.61 ,4/13/2021,5.09%
BABA,Long,3/25/2021,$224.95 ,$241.55 ,4/12/2021,7.38%
AI,Long,3/24/2021,$64.60 ,$71.10 ,4/1/2021,10.06%
TME,Long,3/26/2021,$16.95 ,$19.50 ,3/26/2021,15.04%
VIAC,Short,3/17/2021,$94.55 ,$84.10 ,3/24/2021,11.05%
RLX,Long,3/24/2021,$7.95 ,$8.85 ,3/24/2021,11.32%
FAZ,Long,3/18/2021,$31.70 ,$35.05 ,3/18/2021,10.57%
VIAC,Short,3/10/2021,$93.53*,$87.93 ,3/17/2021,5.99%
GDX,Long,2/26/2021,$30.95 ,$33.60 ,3/16/2021,8.56%
PYPL,Long,3/5/2021,$224.85 ,$251.25 ,3/11/2021,11.74%
SQ,Long,3/5/2021,$200.00 ,$222.05 ,3/9/2021,11.03%
INSG,Long,3/2/2021,$9.92*,$10.46 ,3/9/2021,5.44%
AMZN,Short,6/10/2020,"$2,938.17*","$2,892.17 ",3/5/2021,1.57%
SMH,Short,11/30/2020,$221.09*,$217.35 ,3/5/2021,1.70%
RH,Short,12/2/2020,$458.00*,$426.00 ,3/5/2021,6.99%
KLAC,Short,11/12/2020,$286.74*,$282.74 ,3/4/2021,1.40%
ROKU,Short,12/21/2020,$377.50*,$347.50 ,3/4/2021,7.95%
PYPL,Short,11/30/2020,$247.55*,$242.80 ,3/4/2021,1.92%
TWM,Long,2/5/2021,$14.98*,$16.45 ,3/4/2021,9.81%
TWTR,Short,2/16/2021,$74.25 ,$68.35 ,3/4/2021,7.95%
TSM,Short,1/20/2021,$136.00 ,$119.50 ,3/4/2021,12.13%
TLT,Long,2/25/2021,$137.60 ,$143.45 ,2/26/2021,4.25%
Z,Short,12/10/2020,$161.62*,$151.42 ,2/25/2021,6.31%
QID,Long,2/2/2021,$25.38*,$28.03 ,2/25/2021,10.44%
QCOM,Short,11/18/2020,$150.50 ,$134.60 ,2/23/2021,10.57%
PINS,Short,2/11/2021,$85.50 ,$71.25 ,2/23/2021,16.66%
SOXS,Long,2/12/2021,$10.96 ,$13.25 ,2/23/2021,20.09%
FRO,Long,2/3/2021,$6.12 ,$6.74 ,2/8/2021,10.13%
MAC,Long,2/2/2021,$12.21 ,$13.45 ,2/4/2021,10.16%
XRT,Short,12/9/2020,$79.25*,$75.95 ,2/2/2021,4.16%
LIT,Short,1/7/2021,$72.65 ,$65.20 ,1/29/2021,10.25%
SFIX,Short,1/25/2021,$103.75 ,$92.75 ,1/28/2021,10.60%
ETSY,Short,1/20/2021,$225.70 ,$192.70 ,1/27/2021,14.62%
PLUG,Short,1/26/2021,$75.25 ,$63.85 ,1/27/2021,15.15%
VXX,Long,11/5/2020,$18.05*,$20.15 ,1/27/2021,11.70%
JPM,Short,1/7/2021,$138.15 ,$131.20 ,1/25/2021,5.03%
ICPT,Long,1/15/2021,$27.05 ,$31.10 ,1/25/2021,14.97%
PLUG,Short,1/13/2021,$70.50 ,$62.25 ,1/15/2021,11.70%
FUBO,Long,12/30/2020,$28.16*,$32.20 ,1/12/2021,14.35%
BABA,Long,1/7/2021,$221.15 ,$238.15 ,1/8/2021,7.69%
FDX,Short,8/12/2020,$239.87 ,$245.87 ,1/7/2021,-2.50%
QS,Long,1/4/2021,$48.65 ,$55.25 ,1/5/2021,13.57%
ICPT,Long,12/7/2020,$28.67*,$31.12 ,1/5/2021,8.55%
PTON,Short,12/22/2020,$160.50 ,$143.75 ,1/4/2021,10.44%
TGT,Long,12/22/2022,$140.04 ,$149.04 ,12/29/2022,6.43%
GILD,Short,12/5/2022,$89.00 ,$82.40 ,12/20/2022,7.42%
SDS,Long,11/23/2022,$42.10 ,$46.65 ,12/20/2022,10.81%
SOXS,Long,11/11/2022,$32.50 ,$37.50 ,12/19/2022,15.38%
IBN,Short,11/30/2022,$23.48 ,$21.68 ,12/15/2022,7.67%
TLT,Long,3/25/2022,$110.31 ,$108.45 ,12/7/2022,-1.69%
MJ,Long,6/22/2022,$6.05 ,$6.62 ,12/5/2022,9.42%
MSFT,Long,9/16/2022,$236.22 ,$255.70 ,12/1/2022,8.25%
NEM,Long,7/21/2022,$45.26 ,$49.36 ,12/1/2022,9.06%
SLV,Long,4/28/2022,$18.90 ,$20.88 ,12/1/2022,10.48%
TME,Long,4/29/2022,$6.75 ,$6.88 ,11/30/2022,1.93%
BABA,Long,10/19/2022,$68.70 ,$78.70 ,11/15/2022,14.56%
SE,Long,8/24/2022,$51.71 ,$55.20 ,11/15/2022,6.75%
META,Long,5/9/2022,$116.47 ,$116.99 ,11/15/2022,0.45%
BIDU,Long,10/19/2022,$88.92 ,$98.92 ,11/15/2022,11.25%
TDOC,Long,8/31/2022,$29.40 ,$32.05 ,11/11/2022,9.01%
KWEB,Long,9/21/2022,$21.29 ,$24.05 ,11/11/2022,12.96%
WBD,Long,11/9/2022,$9.64 ,$10.98 ,11/11/2022,13.69%
OKTA,Long,11/3/2022,$47.78 ,$52.26 ,11/11/2022,9.38%
ZM,Long,8/31/2022,$77.50 ,$89.64 ,11/11/2022,15.66%
AMD,Long,9/20/2022,$62.65 ,$67.30 ,11/10/2022,7.42%
IBB,Long,1/27/2022,$125.00 ,$133.56 ,11/10/2022,6.85%
INTC,Long,9/16/2022,$26.45 ,$29.44 ,11/10/2022,11.30%
NVDA,Long,8/31/2022,$127.24 ,$148.24 ,11/8/2022,16.50%
GSK,Long,8/25/2022,$31.30 ,$33.42 ,10/28/2022,6.77%
JPM,Long,3/1/2022,$128.70 ,$126.10 ,10/27/2022,-2.02%
BOIL,Long,10/21/2022,$33.22 ,$36.30 ,10/24/2022,9.27%
TXN,Short,8/21/2022,$151.65 ,$148.65 ,10/13/2022,2.02%
SCO,Long,10/6/2022,$22.85 ,$25.54 ,10/12/2022,11.77%
CSX,Short,9/15/2020,$28.33 ,$27.42 ,10/6/2022,3.21%
OKTA,Long,9/22/2022,$53.50 ,$60.05 ,10/4/2022,12.24%
FSLY,Long,9/22/2022,$8.15 ,$9.52 ,10/4/2022,16.81%
BIIB,Long,1/27/2022,$215.65 ,$303.50 ,9/28/2022,40.47%
UCO,Long,9/26/2022,$25.22 ,$27.90 ,9/28/2022,10.63%
SDS,Long,9/12/2022,$41.90 ,$45.22 ,9/13/2022,7.92%
QID,Long,9/12/2022,$20.64 ,$22.72 ,9/13/2022,10.08%
ROKU,Long,9/1/2022,$64.75 ,$70.50 ,9/9/2022,8.88%
NET,Long,9/6/2022,$58.25 ,$64.10 ,9/9/2022,10.00%
SHOP,Long,9/1/2022,$30.05 ,$34.25 ,9/9/2022,13.98%
MSFT,Short,8/10/2022,$288.40 ,$261.70 ,8/30/2022,9.26%
AAPL,Short,8/4/2022,$170.16 ,$158.50 ,8/30/2022,6.85%
TSLA,Short,8/10/2022,$297.08 ,$275.90 ,8/30/2022,7.13%
QID,Long,7/9/2022,$19.93 ,$21.55 ,8/29/2022,8.13%
SDS,Long,8/3/2022,$39.15 ,$43.83 ,8/29/2022,11.95%
BMY,Short,4/1/2022,$75.75 ,$66.75 ,8/29/2022,11.88%
KWEB,Long,8/12/2022,$28.60 ,$31.95 ,8/26/2022,11.71%
SQ,Long,4/22/2022,$72.17 ,$87.00 ,8/3/2022,20.55%
AEM,Long,7/21/2022,$41.30 ,$44.55 ,8/2/2022,7.87%
WBD,Long,6/16/2022,$13.83 ,$15.97 ,8/2/2022,15.47%
PYPL,Long,4/20/2022,$84.42 ,$98.12 ,8/2/2022,16.23%
UNG,Short,7/25/2022,$30.03 ,$26.93 ,8/1/2022,10.32%
FCX,Long,7/6/2022,$25.62 ,$29.15 ,7/20/2022,13.78%
CVNA,Long,7/11/2022,$21.75 ,$25.25 ,7/20/2022,16.09%
ZM,Long,7/14/2022,$97.40 ,$107.40 ,7/20/2022,10.27%
NET,Long,7/14/2022,$44.30 ,$52.80 ,7/20/2022,19.19%
UUP Puts,Long,7/6/2022,$0.93 ,$1.05 ,7/19/2022,12.90%
NFLX,Long,4/20/2022,$189.06 ,$200.20 ,7/19/2022,5.89%
NVDA,Long,7/1/2022,$146.25 ,$169.05 ,7/19/2022,15.59%
SE,Long,7/14/2022,$68.15 ,$75.45 ,7/19/2022,10.67%
MARA,Long,6/6/2022,$7.61 ,$9.31 ,7/18/2022,22.34%
TDOC,Long,4/14/2022,$40.41 ,$42.21 ,7/7/2022,4.45%
XOM,Short,2/1/2022,$91.15 ,$81.05 ,7/6/2022,11.03%
SE,Long,6/29/2022,$68.85 ,$76.20 ,7/5/2022,10.68%
CVNA,Long,6/29/2022,$22.30 ,$26.30 ,7/5/2022,17.94%
ASML,Short,5/20/2020,$455.38 ,$446.25 ,7/1/2022,2.00%
SCO,Long,6/29/2022,$20.20 ,$23.05 ,6/30/2022,14.11%
QCOM,Long,6/16/2022,$122.25 ,$136.25 ,6/28/2022,11.45%
ZM,Long,4/11/2022,$104.70 ,$121.70 ,6/24/2022,16.24%
SNOW,Long,5/10/2022,$134.97 ,$148.67 ,6/24/2022,10.15%
STNE,Long,6/14/2022,$8.05 ,$9.15 ,6/24/2022,13.67%
UWM,Long,6/16/2022,$29.25 ,$32.15 ,6/24/2022,9.92%
SHOP,Long,6/14/2022,$305.00 ,$362.50 ,6/23/2022,18.69%
CVNA,Long,6/7/2022,$22.27 ,$27.07 ,6/21/2022,21.55%
CVX,Short,3/2/2022,$162.15 ,$145.95 ,6/17/2022,9.99%
SCO,Long,6/2/2022,$19.22 ,$21.72 ,6/17/2022,13.01%
UNG,Short,5/16/2022,$29.66 ,$24.95 ,6/14/2022,15.88%
MPC,Short,6/9/2022,$113.15 ,$102.45 ,6/13/2022,9.46%
SE,Long,4/22/2022,$75.15 ,$87.15 ,6/7/2022,15.97%
MARA,Long,5/20/2022,$9.28 ,$11.16 ,5/31/2022,20.26%
MSFT,Long,5/12/2022,$257.70 ,$273.60 ,5/31/2022,6.17%
WMT,Long,5/18/2022,$119.49 ,$129.30 ,5/31/2022,8.21%
AMZN,Long,5/9/2022,"$2,218 ","$2,433 ",5/31/2022,9.69%
QLD,Long,5/12/2022,$43.81 ,$49.81 ,5/27/2022,13.70%
SMH,Long,5/12/2022,$216.00 ,$242.10 ,5/27/2022,12.08%
STNE,Long,4/25/2022,$8.87 ,$10.31 ,5/27/2022,16.24%
BIDU,Long,4/20/2022,$120.10 ,$135.10 ,5/26/2022,12.49%
IWM,Long,5/12/2022,$169.75 ,$183.41 ,5/26/2022,8.05%
TGT,Long,5/24/2022,$145.75 ,$162.33 ,5/26/2022,11.38%
ROKU,Long,5/24/2022,$75.55 ,$87.75 ,5/26/2022,16.15%
NET,Long,5/24/2022,$50.10 ,$56.05 ,5/26/2022,11.88%
CVNA,Long,5/24/2022,$25.80 ,$31.20 ,5/25/2022,20.93%
VZ,Long,4/29/2022,$46.85 ,$50.02 ,5/24/2022,6.77%
SOFI,Long,4/13/2022,$6.94 ,$7.64 ,5/19/2022,10.09%
AFRM,Long,5/9/2022,$19.22 ,$25.12 ,5/13/2022,30.70%
MSTR,Long,5/12/2022,$158.00 ,$206.00 ,5/13/2022,30.38%
SHOP,Long,5/9/2022,$350.25 ,$401.25 ,5/13/2022,14.56%
DKNG,Long,5/9/2022,$11.40 ,$12.65 ,5/13/2022,10.97%
ARKK,Long,5/6/2022,$39.25 ,$43.25 ,5/13/2022,10.19%
NVDA,Long,5/12/2022,$156.80 ,$175.10 ,5/13/2022,11.67%
RBLX,Long,4/20/2022,$29.00 ,$31.05 ,5/12/2022,7.07%
CVNA,Long,5/10/2022,$34.55 ,$43.05 ,5/12/2022,24.60%
ROKU,Long,5/10/2022,$78.65 ,$90.15 ,5/12/2022,14.62%
MSTR,Long,5/12/2022,$154.01 ,$202.51 ,5/12/2022,31.49%
AAPL,Short,4/14/2020,$133.42 ,$139.42 ,5/12/2022,-4.49%
UNG,Short,4/5/2022,$26.16 ,$24.04 ,5/9/2022,8.10%
ROKU,Long,4/26/2022,$93.75 ,$101.75 ,5/2/2022,8.53%
BABA,Long,4/20/2022,$87.85 ,$101.85 ,4/29/2022,15.94%
CRM,Long,4/26/2022,$170.00 ,$184.25 ,4/28/2022,8.38%
FB,Long,4/20/2022,$186.07 ,$201.25 ,4/27/2022,8.16%
SDS,Long,3/20/2022,$37.05 ,$40.65 ,4/22/2022,9.72%
COST,Short,3/29/2022,$584.75 ,$555.25 ,4/22/2022,5.03%
MOS,Short,4/12/2022,$75.05 ,$69.10 ,4/21/2022,7.93%
QID,Long,3/18/2022,$17.87 ,$19.21 ,4/11/2022,7.50%
AA,Short,3/21/2022,$92.78 ,$81.25 ,4/11/2022,12.43%
TSLA,Short,3/21/2022,"$1,094.15 ","$1,033.15 ",4/6/2022,5.88%
UVXY,Long,3/29/2022,$12.56 ,$14.50 ,4/6/2022,15.45%
SOFI,Long,3/7/2022,$9.80 ,$10.18 ,3/29/2022,3.88%
FSLY,Long,2/17/2022,$17.78 ,$18.55 ,3/29/2022,4.33%
ZM,Long,1/18/2022,$113.75 ,$125.50 ,3/29/2022,10.33%
SCO,Long,3/21/2022,$5.36 ,$5.90 ,3/28/2022,10.08%
KWEB,Long,1/27/2022,$30.25 ,$32.65 ,3/23/2022,7.94%
BABA,Long,11/18/2021,$107.90 ,$121.05 ,3/23/2022,12.19%
AFRM,Long,2/11/2022,$40.25 ,$47.15 ,3/23/2022,17.14%
NKE,Long,3/15/2022,$117.95 ,$137.25 ,3/22/2022,16.36%
PYPL,Long,2/3/2022,$105.20 ,$114.40 ,3/18/2022,8.75%
FB,Long,2/3/2022,$203.50 ,$211.90 ,3/18/2022,4.13%
TDOC,Long,3/4/2022,$63.75 ,$67.25 ,3/18/2022,5.49%
RBLX,Long,2/18/2022,$46.05 ,$49.55 ,3/18/2022,7.60%
FUBO,Long,3/7/2022,$7.25 ,$8.20 ,3/18/2022,13.10%
TIGR,Long,1/29/2022,$4.83 ,$5.83 ,3/18/2022,20.70%
BIDU,Long,1/29/2022,$137.75 ,$158.25 ,3/18/2022,14.88%
PDD,Long,2/22/2022,$41.64 ,$45.24 ,3/18/2022,8.65%
AI,Long,3/8/2022,$19.92 ,$21.82 ,3/18/2022,9.54%
SE,Long,3/4/2022,$96.35 ,$110.35 ,3/17/2022,14.54%
BILI,Long,2/22/2022,$24.96 ,$27.50 ,3/17/2022,10.18%
PLTR,Long,3/8/2022,$10.85 ,$12.33 ,3/17/2022,13.64%
SCO,Long,12/30/2021,$6.83 ,$7.22 ,3/15/2022,5.71%
SQ,Long,3/7/2022,$95.75 ,$107.00 ,3/9/2022,11.75%
DB,Long,3/7/2022,$9.84 ,$10.96 ,3/9/2022,11.38%
ING,Long,3/7/2022,$9.40 ,$10.52 ,3/9/2022,11.92%
AA,Short,3/4/2022,$88.10 ,$78.10 ,3/8/2022,11.35%
AI,Long,2/18/2022,$19.75 ,$24.60 ,3/3/2022,24.56%
TDOC,Long,1/13/2022,$63.30 ,$81.30 ,2/28/2022,28.44%
PLTR,Long,2/18/2022,$10.21 ,$12.05 ,2/25/2022,18.02%
SE,Long,2/18/2022,$120.62 ,$138.12 ,2/25/2022,14.51%
PAYX,Short,11/17/2020,$107.65 ,$111.28 ,2/24/2022,-3.37%
HD,Short,5/5/2020,$284.21 ,$296.32 ,2/24/2022,-4.26%
TSLA,Short,5/5/2020,$732.42 ,$699.00 ,2/24/2022,4.56%
GLD,Long,6/16/2021,$169.35 ,$183.48 ,2/24/2022,8.34%
SOFI,Long,2/23/2022,$9.35 ,$10.29 ,2/24/2022,10.05%
SQ,Long,2/18/2022,$90.27 ,$116.00 ,2/24/2022,28.50%
WDAY,Short,5/28/2021,$237.50 ,$218.50 ,2/23/2022,8.00%
TGT,Short,8/14/2021,$213.20 ,$195.20 ,2/23/2022,8.44%
NKE,Short,9/9/2021,$147.84 ,$138.54 ,2/23/2022,6.29%
CLOV,Long,2/23/2022,$1.98 ,$2.58 ,2/23/2022,30.30%
GDX,Long,12/2/2021,$30.20 ,$34.75 ,2/22/2022,15.07%
ROKU,Long,2/18/2022,$104.85 ,$120.25 ,2/22/2022,14.68%
SQ,Long,2/3/2022,$101.65 ,$116.05 ,2/10/2022,14.17%
TWTR,Long,1/21/2022,$35.12 ,$38.75 ,2/10/2022,10.34%
SE,Long,1/13/2022,$147.96 ,$166.50 ,2/9/2022,12.53%
VIAC,Long,1/21/2022,$31.60 ,$34.80 ,2/9/2022,10.13%
MARA,Long,2/3/2022,$21.33 ,$25.10 ,2/7/2022,17.68%
PTON,Long,1/13/2022,$29.12 ,$33.35 ,2/4/2022,14.35%
TNA,Long,1/21/2022,$57.27 ,$65.20 ,2/2/2022,13.85%
PLTR,Long,1/21/2022,$12.86 ,$14.43 ,2/1/2022,12.21%
NVDA,Long,1/24/2022,$221.30 ,$253.07 ,2/1/2022,14.34%
AFRM,Long,1/14/2022,$58.07 ,$67.22 ,2/1/2022,15.76%
SQ,Long,1/14/2022,$113.36 ,$127.45 ,2/1/2022,12.43%
MARA,Long,1/18/2022,$21.77 ,$24.87 ,2/1/2022,14.24%
AI,Long,1/21/2022,$24.30 ,$26.65 ,2/1/2022,9.67%
FUBO,Long,1/21/2022,$9.57 ,$11.47 ,2/1/2022,19.85%
FSLY,Long,1/21/2022,$26.97 ,$29.60 ,2/1/2022,9.75%
PDD,Long,1/27/2022,$51.20 ,$57.80 ,1/31/2022,12.89%
BILI,Long,1/27/2022,$30.25 ,$34.25 ,1/31/2022,13.22%
CPNG,Long,1/21/2022,$17.80 ,$20.75 ,1/31/2022,16.57%
BITO,Long,1/24/2022,$21.10 ,$24.15 ,1/26/2022,14.46%
DKNG,Long,1/21/2022,$18.92 ,$22.22 ,1/26/2022,17.44%
NVDA,Short,4/16/2020,$201.04 ,$221.30 ,1/24/2022,-9.58%
ARKK,Long,1/24/2022,$65.95 ,$72.75 ,1/24/2022,10.31%
NFLX,Long,1/24/2022,$352.65 ,$384.65 ,1/24/2022,9.07%
COST,Short,9/7/2021,$477.84 ,$483.35 ,1/21/2022,-1.15%
EBAY,Short,3/27/2020,$61.35 ,$59.45 ,1/21/2022,3.10%
MSFT,Short,7/2/2021,$303.11 ,$297.45 ,1/21/2022,1.87%
CMG,Short,8/21/2020,"$1,417.38 ","$1,373.38 ",1/21/2022,3.10%
SMH,Short,6/15/2021,$288.49 ,$272.95 ,1/21/2022,5.39%
DXD,Long,12/30/2021,$40.00 ,$45.30 ,1/21/2022,13.25%
CROX,Short,11/23/2020,$122.13 ,$111.33 ,1/20/2022,8.84%
QID,Long,12/23/2021,$15.78 ,$18.32 ,1/20/2022,16.10%
UVXY,Long,12/30/2021,$12.35 ,$14.55 ,1/20/2022,17.81%
PDD,Long,12/2/2021,$59.70 ,$65.90 ,1/19/2022,10.39%
NEM,Long,6/18/2021,$58.29 ,$64.40 ,1/19/2022,10.48%
VIAC,Long,7/6/2021,$34.33 ,$37.33 ,1/18/2022,8.74%
DRV,Long,12/7/2021,$35.02 ,$39.40 ,1/18/2022,12.51%
SE,Long,1/5/2022,$178.83 ,$197.38 ,1/11/2022,10.37%
AFRM,Long,1/10/2022,$73.00 ,$81.35 ,1/11/2022,11.44%
PTON,Long,1/3/2022,$34.05 ,$37.55 ,1/11/2022,10.28%
SQ,Long,1/10/2022,$133.50 ,$150.05 ,1/11/2022,12.40%
TDOC,Long,1/10/2022,$77.45 ,$88.05 ,1/11/2022,13.69%
C,Long,12/20/2021,$58.25 ,$63.55 ,1/3/2022,9.10%
Tax Selling,To Offset,2023,Profits,And Reduce,Tax Bill,undefined
QID,Long,1/17/2023,$17.70 ,$10.68 ,12/29/2023,-39.66%
ORLY,Short,6/29/2020,$670.27 ,$946.13 ,12/29/2023,-41.16%
GOTU,Long,5/21/2021,$14.31 ,$3.68 ,12/29/2023,-74.28%
ABIO,Long,2/5/2021,$4.70 ,$1.72 ,12/29/2023,-63.40%
RCON,Long,6/11/2021,$2.43 ,$0.24 ,12/29/2023,-90.12%
ROKU,Short,11/20/2023,$101.02 ,$89.82 ,12/21/2023,11.09%
Below Are,Tax Loss,Selling To,Offset,Profits,Reducing,Tax
F,Long,8/10/2023,$10.84 ,$11.79 ,12/14/2023,10.36%
AA,Long,8/16/2023,$25.87 ,$28.50 ,12/14/2023,8.76%
GIS,Long,10/2/2023,$62.50 ,$67.00 ,12/13/2023,7.20%
WMT,Short,9/14/2023,$165.38 ,$149.95 ,12/11/2023,9.33%
BITI,Long,12/6/2023,$12.61 ,$13.65 ,12/11/2023,8.25%
WBA,Long,6/28/2023,$23.75*,$23.42 ,12/8/2023,-1.39%
MRNA,Long,12/6/2023,$75.56*,$82.52 ,12/6/2023,9.21%
LUV,Long,9/13/2023,$24.90*,$26.76 ,12/4/2023,7.23%
DISH,Long,11/20/2023,$3.60 ,$4.01 ,12/4/2023,11.39%
NEM,Long,8/14/2023,$37.34 ,$41.14 ,12/1/2023,10.18%
TLT,Long,5/24/2023,$87.65*,$91.23 ,11/22/2023,4.12%
AMAT,Short,11/14/2023,$153.65 ,$142.65 ,11/17/2023,7.16%
ZM,Long,10/25/2023,$60.92 ,$65.27 ,11/15/2023,7.14%
KWEB,Long,10/3/2023,$26.83 ,$29.05 ,11/15/2023,8.27%
MMM,Long,10/4/2023,$88.00 ,$95.25 ,11/14/2023,8.24%
CCI,Long,8/16/2023,$94.51*,$102.01 ,11/14/2023,7.94%
UAL,Long,10/18/2023,$36.70 ,$39.50 ,11/14/2023,7.63%
TWLO,Long,10/6/2023,$55.15 ,$60.15 ,11/9/2023,9.07%
CHWY,Long,9/13/2023,$18.64*,$20.95 ,11/3/2023,12.39%
PYPL,Long,10/27/2023,$51.00 ,$55.79 ,11/3/2023,9.39%
TGT,Long,10/5/2023,$105.40 ,$114.00 ,11/3/2023,8.16%
TDOC,Long,8/14/2023,$17.14*,$17.90 ,11/3/2023,4.43%
PARA,Long,10/26/2023,$10.69 ,$11.75 ,11/2/2023,7.21%
M,Long,8/24/2023,$11.64*,$12.34 ,11/2/2023,6.01%
TDOC,Long,8/14/2023,$17.14*,$17.23 ,11/2/2023,0.53%
META,Short,10/6/2023,$326.58 ,$288.75 ,10/26/2023,11.58%
VIXY,Long,4/17/2023,$26.85*,27.3,10/23/2023,1.68%
VXX,Long,6/13/2023,$26.26*,$26.89 ,10/20/2023,2.40%
ITB,Short,4/21/2023,$77.23 ,$72.35 ,10/20/2023,6.32%
TSLA,Short,10/10/2023,$266.95 ,$247.01 ,10/18/2023,7.47%
DG,Long,9/25/2023,$107.25 ,$116.51 ,10/17/2023,8.63%
GOLD,Long,10/5/2023,$14.30 ,$15.60 ,10/13/2023,9.09%
AG,Long,10/2/2023,$4.87 ,$5.40 ,10/13/2023,10.88%
HSY,Long,10/5/2023,$196.70 ,$194.36 ,10/11/2023,-1.19%
SQ,Long,8/14/2023,$44.20*,$47.27 ,10/11/2023,6.95%
SEDG,Long,10/9/2023,$118.39 ,$126.63 ,10/10/2023,6.96%
UCO,Long,10/5/2023,$30.35 ,$32.47 ,10/9/2023,6.99%
ROKU,Long,9/26/2023,$68.20 ,$75.16 ,10/9/2023,10.21%
UNG,Long,8/15/2023,$6.89*,$7.25 ,10/5/2023,5.23%
CAT,Short,8/10/2023,$286.71 ,$265.41 ,10/4/2023,7.43%
SCO,Long,9/15/2023,$16.30 ,$18.12 ,10/4/2023,11.17%
XLE,Short,9/7/2023,$91.73 ,$85.01 ,10/4/2023,7.33%
KBH,Short,4/11/2023,$49.31*,$44.24 ,10/3/2023,10.28%
MCD,Short,11/3/2022,$281.10*,$255.34 ,10/3/2023,9.16%
JPM,Short,11/11/2022,$146.04*,$142.87 ,10/3/2023,2.13%
SDS,Long,3/31/2023,$35.99*,$38.31 ,10/3/2023,6.45%
MNST,Short,5/9/2023,$59.10 ,$53.50 ,9/27/2023,9.48%
TSLA,Short,8/31/2023,$260.16 ,$238.75 ,9/27/2023,8.23%
SQQQ,Long,8/29/2023,$18.80 ,$20.88 ,9/26/2023,11.06%
DXD,Long,7/25/2023,$41.69 ,$38.09 ,9/25/2023,9.29%
SE,Long,8/23/2023,$36.85 ,$40.90 ,9/25/2023,10.99%
NFLX,Short,8/30/2023,$436.05 ,$385.25 ,9/21/2023,12.11%
BA,Short,1/11/2023,$223.29*,$200.85*,9/21/2023,10.02%
SOXS,Long,8/29/2023,$9.48 ,$10.85 ,9/15/2023,14.45%
ORCL,Short,5/30/2023,$113.18*,$107.50*,9/12/2023,5.02%
CGC,Long,11/17/2021,$7.70*,$1.10*,9/11/2023,-85.71%
MJ,Long,12/19/2022,$3.79*,$4.10*,9/8/2023,8.18%
RBLX,Long,8/24/2023,$26.45 ,$28.45 ,8/31/2023,7.56%
VZ,Long,7/17/2023,$31.99 ,$34.49 ,8/29/2023,7.81%
MRNA,Long,8/8/2023,$99.75 ,$109.83 ,8/21/2023,10.11%
NFLX,Short,5/26/2023,$438.00*,$399.20*,8/18/2023,8.68%
DE,Short,7/24/2023,$445.05 ,$399.99 ,8/18/2023,10.12%
META,Short,5/26/2023,$299.97*,$277.94*,8/18/2023,7.34%
KBH,Short,4/11/2023,$49.31*,48.60*,8/18/2023,1.44%
SQQQ,Long,6/13/2023,$18.69*,$20.59*,8/17/2023,10.17%
TSLA,Short,6/8/2023,$260.98*,$234.70*,8/15/2023,10.07%
DAL,Short,7/3/2023,$47.65 ,$42.99 ,8/15/2023,9.78%
SOXS,Long,5/26/2023,$9.52*,$10.59*,8/11/2023,12.42%
UNG,Long,3/10/2023,$7.24*,$8.11*,8/9/2023,12.02%
ABNB,Short,7/31/2023,$152.75 ,$142.35 ,8/3/2023,6.81%
SE,Long,6/22/2023,$59.52 ,$66.58 ,7/31/2023,11.86%
NFLX,Short,5/26/2023,$438.00*,$428.50*,7/21/2023,2.17%
TDOC,Long,7/7/2023,$22.55 ,$25.33 ,7/13/2023,12.33%
NEM,Long,5/31/2023,$39.99 ,$44.90 ,7/12/2023,12.28%
HSY,Short,4/27/2023,$268.90 ,$241.04 ,7/11/2023,10.35%
DISH,Long,6/27/2023,$5.91 ,$6.52 ,6/27/2023,10.31%
PYPL,Long,5/15/2023,$62.35 ,$68.50 ,6/20/2023,9.86%
FL,Long,5/25/2023,$25.50 ,$27.71 ,6/16/2023,8.67%
MMM,Long,5/26/2023,$96.53 ,$103.53 ,6/15/2023,7.25%
SE,Long,5/26/2023,$60.40 ,$65.40 ,6/13/2023,8.28%
KRE,Long,3/10/2023,$41.05*,$43.95*,6/7/2023,7.01%
